position,person,personID,start,end,gender,DOB,DOD,image,enwiki
President of the Senate,Manlio Fabio Beltrones Rivera,Q2355497,2010-09-01,2011-08-31,male,1952-08-30,,Manlio Fabio Beltrones.jpg,Manlio Fabio Beltrones
President of the Senate,José González Morfin,Q5940123,2011-09-01,2012-08-31,male,1954-07-25,,,José González Morfin
President of the Senate,Ernesto Cordero Arroyo,Q2911565,2012-09-01,2013-08-31,male,1968-05-09,,Ernesto Cordero Arroyo (2).jpg,Ernesto Cordero Arroyo
President of the Senate,Raúl Cervantes Andrade,Q6101115,2013-09-01,2014-08-31,male,1963-06-03,,,Raúl Cervantes Andrade
President of the Senate,Miguel Barbosa Huerta,Q6013951,2014-09-01,2015-08-31,male,1959-09-30,,Miguel Barbosa (cropped).jpg,Miguel Barbosa Huerta
President of the Senate,Roberto Gil Zuarth,Q6109764,2015-09-01,2016-08-31,male,1977-10-10,,Roberto Gil Zuarth.jpg,Roberto Gil Zuarth
President of the Senate,Pablo Escudero Morales,Q26745937,2016-09-01,2017-08-31,male,1973-07-06,,,Pablo Escudero Morales
President of the Senate,Ernesto Cordero Arroyo,Q2911565,2017-09-01,2018-08-31,male,1968-05-09,,Ernesto Cordero Arroyo (2).jpg,Ernesto Cordero Arroyo
President of the Senate,Martí Batres,Q5475632,2018-09-01,2019-08-31,male,1967-01-26,,Martí Batres Guadarrama (cropped).JPG,Martí Batres
President of the Senate,Mónica Fernández Balboa,Q18378698,2019-09-01,2020-08-31,female,1966-07-04,,Foto Perfil Mónica Fernández Balboa.jpg,Mónica Fernández Balboa
President of the Senate,Oscar Eduardo Ramírez Aguilar,Q16216731,2020-09-01,2021-08-31,male,1977-10-13,,Oscar Eduardo Ramirez Aguilar (cropped).jpg,Oscar Eduardo Ramírez Aguilar
President of the Senate,Olga Sánchez Cordero,Q5099093,2021-09-01,,female,1947-07-16,,Olga Sánchez Cordero sen.jpg,Olga Sánchez Cordero
Governor of the Bank of Mexico,Guillermo Ortiz Martínez,Q911058,1998-01-01,2009-12-31,male,1948-07-21,,Guillermo Ortiz.jpg,Guillermo Ortiz Martínez
Governor of the Bank of Mexico,Agustín Carstens,Q399129,2010-01-01,2017-11-30,male,1958-06-09,,ACC-20Foto 20-01.jpg,Agustín Carstens
Governor of the Bank of Mexico,Alejandro Díaz de León,Q44178650,2017-12-01,2021-12-31,male,1969-12-01,,Alejandro Díaz de León.jpg,
Governor of the Bank of Mexico,Victoria Rodríguez Ceja,Q109911726,2022-01-01,,female,,,Victoria Rodríguez Ceja.jpg,
Governor of Baja California,Alejandro González Alcocer,Q4714555,1998-10-07,2001-10-31,male,1951-04-24,,,Alejandro González Alcocer
Governor of Baja California,Eugenio Elorduy Walther,Q5408273,2001-11-01,2007-10-31,male,1940-11-21,,,Eugenio Elorduy Walther
Governor of Baja California,José Guadalupe Osuna Millán,Q1047419,2007-11-01,2013-10-31,male,1955-12-10,,José Guadalupe Osuna Millán.jpg,José Guadalupe Osuna Millán
Governor of Baja California,Francisco Vega de Lamadrid,Q5867703,2013-11-01,2019-10-31,male,1955-05-22,,"Encuentro con el Gobernador electo de Baja California, Francisco Vega de Lamadrid.jpg",Francisco Vega de Lamadrid
Governor of Baja California,Jaime Bonilla Valdez,Q16144704,2019-11-01,,male,1950-06-09,,Jaime Bonilla Valdez.jpg,Jaime Bonilla Valdez
Governor of Campeche,Alejandro Moreno Cárdenas,Q5665275,2015-09-16,2019-06-13,male,1975-04-25,,"Reunión con el Gobernador Electo del Estado de Campeche, Alejandro Moreno Cárdenas.jpg",Alejandro Moreno Cárdenas
Governor of Chihuahua,Javier Corral Jurado,Q5927621,2016-10-04,,male,1966-08-02,,Javier Corral (2).jpg,Javier Corral Jurado
Governor of Guanajuato,Diego Rodríguez Vallejo,Q16221142,2018-09-26,,male,1980-11-15,,DiegoSinhueOficialhalf.jpg,Diego Sinhué Rodríguez Vallejo
Governor of Puebla,José Antonio Gali Fayad,Q5937822,2017-02-01,2018-12-13,male,1959-11-25,,Tony Gali Plataforma de Empleo (5).jpg,José Antonio Gali Fayad
Governor of Puebla,Martha Érika Alonso Hidalgo,Q55357013,2018-12-14,2018-12-24,female,1973-12-17,2018-12-24,Martha Erika Alonso de Moreno Valle.jpg,Martha Érika Alonso
Governor of Puebla,Guillermo Pacheco Pulido,Q60777570,2019-01-21,2019-07-31,male,1933-02-08,,,Guillermo Pacheco Pulido
Governor of Puebla,Miguel Barbosa Huerta,Q6013951,2019-08-01,,male,1959-09-30,,Miguel Barbosa (cropped).jpg,Miguel Barbosa Huerta
Governor of Quintana Roo,Roberto Borge Angulo,Q3436851,2011-04-05,2016-09-24,male,1979-12-29,,Gobernador Roberto Borge Angulo.jpg,Roberto Borge Angulo
Governor of Tabasco,Arturo Nunez Jimenez,Q5707383,2013-01-01,2018-12-31,male,1948-01-23,,ARTURO NUNEZ CORBATA AMARILLA TRAJE.jpg,Arturo Núñez Jiménez
Governor of Yucatán,Patricio Patrón Laviada,Q525126,2001-08-01,2007-07-31,male,1957-12-17,,Patricio Patron Laviada.jpg,Patricio Patrón Laviada
Governor of Yucatán,Mauricio Vila Dosal,Q19548254,2018,,male,1980-03-30,,Mauricio Vila Dosal (cropped).jpg,Mauricio Vila Dosal
Governor of the State of Mexico,Enrique Peña Nieto,Q296741,2005-09-16,2011-09-16,male,1966-07-20,,Presidente Enrique Peña Nieto. Fotografía oficial.jpg,Enrique Peña Nieto
Governor of the State of Mexico,Eruviel Ávila Villegas,Q1959611,2011-09-16,2017-09-15,male,1969-05-01,,Eruviel gobernador.jpg,Eruviel Ávila Villegas
Governor of the State of Mexico,Alfredo del Mazo Maza,Q5668133,2015-09-05,,male,1978-12-05,,Alfredo del Mazo Maza en 2017.jpg,Alfredo del Mazo Maza
Head of Mexico City government,Rosario Robles,Q2737753,1999-09-29,2000-12-04,female,1956-02,,Rosario-Robles.jpg,Rosario Robles
Head of Mexico City government,Andrés Manuel López Obrador,Q318508,2000-12-05,2005,male,1953-11-13,,Conferencia de prensa del Presidente de México - Miércoles 24 de junio de 2020 6 (cropped).jpg,Andrés Manuel López Obrador
Head of Mexico City government,Marcelo Ebrard,Q1396586,2006-12-05,2012-12-04,male,1959-10-10,,Mexican Foreign Secretary Ebrard (cropped).jpg,Marcelo Ebrard
Head of Mexico City government,Miguel Ángel Mancera Espinosa,Q195398,2012,2018,male,1966-01-16,,"Miguel Ángel Mancera, jefe de gobierno de la Ciudad de México - 2.jpg",Miguel Ángel Mancera
Head of Mexico City government,José Ramón Amieva Gálvez,Q28367149,2018,,male,1972-08-30,,José Ramón Amieva en 2020.jpg,
Head of Mexico City government,Claudia Sheinbaum,Q5771800,2018-12-05,,female,1962-06-24,,Claudia Sheinbaum.jpg,Claudia Sheinbaum
ambassador to Andorra,Roberta Lajous,Q58365077,2013,2017,female,1954-02-06,,Roberta Lajous Vargas (30696253417).jpg,
ambassador to Austria,Patricia Espinosa,Q58082,2002-06-06,2006-11-30,female,1958-10-21,,Patricia Espinosa Cantellano (2021) (cropped).png,Patricia Espinosa
ambassador to China,Jorge Guajardo,Q1703806,2007,2013,male,1969-10-12,,Jorge Guajardo (49557140816) (cropped).jpg,Jorge Guajardo
ambassador to Germany,Patricia Espinosa,Q58082,2013-09-06,2016-07-07,female,1958-10-21,,Patricia Espinosa Cantellano (2021) (cropped).png,Patricia Espinosa
ambassador to Hungary,Rosario A. Molinero,Q58437073,2021-12,,female,1956-10-06,,Rosario Asela Molinero Molinero (30696253567).jpg,
ambassador to Poland,Ráphael Steger Cataño,Q1508478,2007-09-10,2009,male,1950,,,
ambassador to Spain,Francisco Javier Ramírez Acuña,Q982971,2012-04,2013-10-15,male,1963-01-11,,Francisco Ramirez Acuña.jpg,Francisco Javier Ramírez Acuña
ambassador to Ukraine,Francisco José Cruz González,Q432247,2001,2005,male,1945,,,
ambassador to Ukraine,,Q30958584,2005,2009,male,1956-08-10,,,
ambassador to Ukraine,Berenice Randon Talaver,Q12082221,2009,2014,female,1957,,,
ambassador to Ukraine,María Luisa Beatriz López Gargallo,Q30958557,2014,,female,1954-06-20,,María Luisa Beatriz López Gargallo (43819245420).jpg,
ambassador United Kingdom,Santiago Oñate Laborde,Q1415974,1997-04-04,2001-02-20,male,1949,,,Santiago Oñate Laborde
ambassador United Kingdom,Alma Rosa Moreno Razo,Q110915425,2001-01-30,2004,female,,,,
ambassador United Kingdom,Juan José Bremer,Q5950176,2004-01-08,2009-11-12,male,1944-03-22,,,
ambassador United Kingdom,Eduardo Medina Mora,Q585491,2009-12-12,2013-01-09,male,1957-01-30,,Eduardo Medina-Mora Icaza (cropped).jpg,Eduardo Medina-Mora Icaza
ambassador United Kingdom,Diego Gómez Pickering,Q55074790,2013-12-03,2016-04-20,male,1977-11-06,,,Diego Gómez Pickering
ambassador United Kingdom,Julián Ventura Valero,Q24263691,2017-03-07,2018-12-15,male,1966-05-15,,Julian Ventura.jpg,Julián Ventura Valero
ambassador United Kingdom,Aureny Aguirre O. Sunza,Q110915429,2018-12-16,2021-04-22,female,,,,
ambassador United Kingdom,Josefa González-Blanco Ortiz-Mena,Q57086668,2021-03-18,,female,1965-03-09,,Josefa González-Blanco Ortiz-Mena (retrato).jpg,Josefa González Blanco Ortiz Mena
