item,name,startDate,endDate,psid
Q111521140,Teresa de Jesús Alcocer y Gazca,2006-09-01,2009-08-31,Q111521140-EC326D1F-70CA-4B56-AEA3-929B80B05262
Q111521141,Verónica Velasco Rodríguez,2006-09-01,2009-08-31,Q111521141-B8234A64-2C54-4C97-B07B-A21F9476C9A7
Q111521142,Víctor Manuel Torres Herrera,2006-09-01,2009-08-31,Q111521142-181C4282-0BCE-4A10-BF2A-C0962C0EDB21
Q111521143,Yari del Carmen Gebhardt Garduza,2006-09-01,2009-08-31,Q111521143-CA1AB590-F599-47BE-BAFA-782BF1053358
Q111521144,Ángel Humberto García Reyes,2006-09-01,2009-08-31,Q111521144-86A42E7C-A80A-4336-8D91-215DE28BE983
Q16147101,Daniel Amador Gaxiola,2006-09-01,2009-08-31,Q16147101-72A69DFA-2BF2-4525-9218-F8D7AA934685
Q16151254,Patricio Flores Sandoval,2006-09-01,2009-08-31,Q16151254-701F0A16-BEEF-406E-A620-74EF0DDDA016
Q16189416,Héctor Narcía Álvarez,2006-09-01,2009-08-31,Q16189416-19A91C2D-F939-420A-9B71-ECE4E876EECC
Q16190420,Guadalupe Flores Salazar,2006-09-01,2009-08-31,Q16190420-BDFFB953-905C-4860-A1FD-68354256744F
Q16191015,Isidro Pedraza Chávez,2006-09-01,2009-08-31,Q16191015-73AE001B-2929-4BEF-9A91-C4705AD0F875
Q16193569,José Rubén Escajeda Jiménez,2006-09-01,2009-08-31,Q16193569-7BB3684E-DB58-4720-8141-B6C935EB4BBC
Q16193634,Leticia Herrera Ale,2006-09-01,2009-08-31,Q16193634-D4B00CF7-A3B7-41E5-8F53-FB4AC14A3484
Q16197535,Alliet Bautista Bravo,2006-09-01,2009-08-31,Q16197535-DDFA7906-A3B0-4CEB-9112-472DF993D36B
Q16210866,Adriana Dávila Fernández,2006-09-01,2009-08-31,Q16210866-62BAF4F5-286B-47C5-BE8A-10DB7066FCC0
Q16213521,Carlos Alberto García González,2006-09-01,2009-08-31,Q16213521-2F1BC6ED-244E-4CE7-98FF-11ECF9133819
Q16214055,Martín López Cisneros,2006-09-01,2009-08-31,Q16214055-655BD342-F6E2-48D0-9146-BB288311126A
Q16215516,Laura Rojas Hernández,2006-09-01,2009-08-31,Q16215516-B578DF3F-2BA6-4A5F-93B0-6FD8ABD1B15C
Q16298068,María Eugenia Campos Galván,2006-09-01,2009-08-31,Q16298068-DE02ADF9-5E0A-43CB-98FB-7C2FFDA36C51
Q16727876,Sara Isabel Castellanos Cortés,2006-09-01,2009-08-31,Q16727876-BDF5D54A-167D-40DA-B4D7-503F6D7934D4
Q17274566,César Flores Maldonado,2006-09-01,2009-08-31,Q17274566-2E5B6988-0115-401F-ACAD-3824A488EC42
Q18205039,Pedro Armendáriz García,2006-09-01,2009-08-31,Q18205039-B716EE47-E8C7-4F24-AC3C-ED758AD9F0E6
Q18205277,Carlos Augusto Bracho González,2006-09-01,2009-08-31,Q18205277-46C83BC4-D4A1-4168-97DE-8828BF4A7B76
Q18205809,Andrés Carballo Bustamante,2006-09-01,2009-08-31,Q18205809-7A9ABE7D-3248-4736-9631-CAC0CA717320
Q18205936,Luis Rodolfo Enríquez Martínez,2006-09-01,2009-08-31,Q18205936-D2DF5A27-AC05-433A-9B72-08230927D913
Q18206068,Arnulfo Cordero Alfonzo,2006-09-01,2009-08-31,Q18206068-2D220647-9E63-4DA3-8883-8C3DCE367816
Q18206184,Felipe González Ruiz,2006-09-01,2009-08-31,Q18206184-416C56F8-6AAC-451E-803A-4292342CFF7E
Q18206395,Elmar Díaz Solórzano,2006-09-01,2009-08-31,Q18206395-87F9DEC1-ADC7-416C-BD18-AA6B118ABE30
Q18207006,Fernel Gálvez Rodríguez,2006-09-01,2009-08-31,Q18207006-09AB1FEC-FD4D-4EEC-8449-C83475FA5E17
Q18209236,Alma Hilda Medina Macías,2006-09-01,2009-08-31,Q18209236-14DD88EB-1AF5-467F-9A5C-4C4F120060EE
Q18209331,Óscar Mohamar Dainitín,2006-09-01,2009-08-31,Q18209331-5E62762B-D581-4394-86E2-676B480DBEE0
Q18209616,Francisco Javier Paredes Rodríguez,2006-09-01,2009-08-31,Q18209616-84D7A0B1-5C69-41D3-AD31-094DF89F4C24
Q18209866,Carlos Reyes López,2006-09-01,2009-08-31,Q18209866-B8CEC17F-61A5-461A-ABAB-C13F3835B2DD
Q18209878,Mirna Rincón Vargas,2006-09-01,2009-08-31,Q18209878-1E707DF7-B946-4727-9A29-DC27C2612C5B
Q18209884,Rolando Rivero Rivero,2006-09-01,2009-08-31,Q18209884-A9AA8ADF-8507-4F27-B620-BE3B15086E76
Q18209928,Francisco Rueda Gómez,2006-09-01,2009-08-31,Q18209928-02A4A460-B22F-46DE-9356-7FFA0D264516
Q18216802,Margarita Arenas Guzmán,2006-09-01,2009-08-31,Q18216802-F9BB686E-B6AB-4BBB-86D2-7B3F36954917
Q18216834,Marcela Cuen Garibi,2006-09-01,2009-08-31,Q18216834-5FD83217-17E6-4979-8ED2-D6D9599BBAB3
Q18216855,María Gabriela González Martínez,2006-09-01,2009-08-31,Q18216855-F02F5663-5B69-4081-B25B-7A59C02E6D84
Q18216928,Ramón Landeros González,2006-09-01,2009-08-31,Q18216928-5C40BD48-B5E0-46FB-BFFB-D0CB597DE78C
Q18216963,Rubí Laura López Silva,2006-09-01,2009-08-31,Q18216963-81DC6649-2240-4326-ABA8-650F4367A4EB
Q18217006,Martín Malagon Ríos,2006-09-01,2009-08-31,Q18217006-5291B95C-F95F-47B6-BAF8-CEFDDAC2DD42
Q18217094,Francisco Javier Murillo Flores,2006-09-01,2009-08-31,Q18217094-8DD931C8-5EEB-459B-B763-F8672FAB48CC
Q18217153,Ernesto Oviedo Oviedo,2006-09-01,2009-08-31,Q18217153-33B1745F-FECD-4598-A59E-1D2EA950E648
Q18217184,Víctor Aguirre Alcaide,2006-09-01,2009-08-31,Q18217184-FA0F1FBB-9C17-4EF1-8C4D-6881EE72518E
Q18217194,Ramón Almonte Borja,2006-09-01,2009-08-31,Q18217194-9B617E35-0334-4AAC-A3B0-6A517779BE6A
Q18217196,Lourdes Alonso Flores,2006-09-01,2009-08-31,Q18217196-D66872FD-3E37-41A9-B93C-16532EEC12D0
Q18217225,Armando Barreiro Pérez,2006-09-01,2009-08-31,Q18217225-C4304914-0A1B-4727-B7AD-8210595644EC
Q18217241,Modesto Brito González,2006-09-01,2009-08-31,Q18217241-6650AAC1-07E8-44D5-8445-9F3987105045
Q18217247,Amador Campos Aburto,2006-09-01,2009-08-31,Q18217247-0E476C4E-0E53-4A03-A9F2-52A4C57C54E9
Q18217254,Higinio Chávez García,2006-09-01,2009-08-31,Q18217254-7F7C8F6B-48D5-473B-AA8E-F601F6024BC8
Q18217299,Víctor Hugo García Rodríguez,2006-09-01,2009-08-31,Q18217299-787CE1A2-75AF-45AC-A2DF-479EAD29EF8F
Q18217348,Joel Guerrero Juárez,2006-09-01,2009-08-31,Q18217348-F386B2EA-97BF-429F-AAFD-B1DDDD087310
Q18217369,José Luis Gutiérrez Calzadilla,2006-09-01,2009-08-31,Q18217369-0199ECF3-1F60-49EF-9A7D-C48DDB792ED2
Q18217415,Sergio Hernández Hernández,2006-09-01,2009-08-31,Q18217415-A63CF956-AC31-4C33-AA47-8245F542560F
Q18217576,Jorge Mario Lescieur Talavera,2006-09-01,2009-08-31,Q18217576-B6F2D72E-4503-418A-A212-A86BEC3A86ED
Q18217587,Víctor Manuel Lizárraga Peraza,2006-09-01,2009-08-31,Q18217587-296CD915-ABFF-4763-8DFE-4F4F9BFC947B
Q18217646,Arturo Martínez Rocha,2006-09-01,2009-08-31,Q18217646-0B16883B-CD2D-429C-8E7D-1BEABD5BF340
Q18217663,Marco Matías Alonso,2006-09-01,2009-08-31,Q18217663-572E1419-0339-49E1-BDD2-9FA281D871AE
Q18217721,David Mendoza Arellano,2006-09-01,2009-08-31,Q18217721-CE53E10F-FC33-4E43-B599-B79A4BEEC862
Q18217822,Juan Adolfo Orci Martínez,2006-09-01,2009-08-31,Q18217822-F0D8DF15-DDD9-44C7-93A0-0DEE1E00E41D
Q18217829,Víctor Ortíz del Carpio,2006-09-01,2009-08-31,Q18217829-8217CF36-7504-4C6D-A72C-5D5DE4852031
Q18217838,Ramón Pacheco Llanes,2006-09-01,2009-08-31,Q18217838-838A7CE0-A2B6-49D9-B4F3-31552B1BDF6C
Q18217901,José Edmundo Ramírez Martínez,2006-09-01,2009-08-31,Q18217901-6B3EB5B9-8360-413E-BCE5-46C7FC9BE08A
Q18217903,Martín Ramos Castellanos,2006-09-01,2009-08-31,Q18217903-D85AD5EC-E61D-4E68-93FF-E39543BCE086
Q18217920,Adriana Rodríguez Vizcarra,2006-09-01,2009-08-31,Q18217920-54F907B3-20B5-47A6-A5BF-FFF475F97036
Q18217924,Odilón Romero Gutiérrez,2006-09-01,2009-08-31,Q18217924-3B3B3D2F-F36B-4949-AE92-A9202726050F
Q18217955,Jorge Salum del Palacio,2006-09-01,2009-08-31,Q18217955-BDE8AB12-72FE-4ECC-AFDE-173741FDDCB7
Q18217956,Carlos Sánchez Barrios,2006-09-01,2009-08-31,Q18217956-AF2E0A08-4AA0-4AE5-B93D-D218CA789207
Q18218030,Miguel Ángel Solares Chávez,2006-09-01,2009-08-31,Q18218030-121C894A-6762-4C88-955F-9D9FB9A35388
Q18218099,Artemio Torres Gómez,2006-09-01,2009-08-31,Q18218099-978930F6-0A90-44D2-B43E-5D120D5E04FB
Q18218100,Daniel Torres García,2006-09-01,2009-08-31,Q18218100-8A0E2654-F676-4009-8CC0-27680647271C
Q18218101,María Elena Torres Baltazar,2006-09-01,2009-08-31,Q18218101-CECD8A68-EB18-48EA-BAA6-86602A05F606
Q18218107,Pablo Trejo Pérez,2006-09-01,2009-08-31,Q18218107-EAA79910-5AAE-4262-B992-7C1F062DEF45
Q18218139,Antonio Vega Corona,2006-09-01,2009-08-31,Q18218139-F8C8EB95-6242-43AD-8084-314D537F7429
Q18218144,Jaime Verdin Saldaña,2006-09-01,2009-08-31,Q18218144-1A35A97B-E21B-48DE-96C5-F6B1ADDB1FF5
Q18223465,Alonso Lizaola de la Torre,2006-09-01,2009-08-31,Q18223465-A14E55CF-2745-4327-A257-2BA915F936A9
Q18223472,Octavio Martínez Vargas,2006-09-01,2009-08-31,Q18223472-4292ADC7-102B-40EE-95D9-380DF6CF3584
Q18223481,Miguel Ángel Monraz Ibarra,2006-09-01,2009-08-31,Q18223481-BD56C2C7-DA54-4C49-A17A-EB61F472E233
Q18226170,Constantino Acosta Dávila,2006-09-01,2009-08-31,Q18226170-314C9F0B-7325-4E8C-B0EC-21AE53185056
Q18226267,Fabián Montes Sánchez,2006-09-01,2009-08-31,Q18226267-D9C230D6-32B0-4D84-AA0C-8B72930F150E
Q18249258,Juan Abad de Jesús,2006-09-01,2009-08-31,Q18249258-D2C89E9F-2DD5-4705-B29C-346234E869CF
Q18249288,Jesús Alcántara Núñez,2006-09-01,2009-08-31,Q18249288-48328A14-A53A-4690-AAD8-87CF8D007259
Q18249295,Humberto Alonso Razo,2006-09-01,2009-08-31,Q18249295-06F7E3D0-BC07-40D1-8CED-F4FFDF584FB2
Q18249310,Joel Arellano Arellano,2006-09-01,2009-08-31,Q18249310-CAA49048-452B-440D-9C03-E96FA1E1F811
Q18249312,Salvador Arredondo Ibarra,2006-09-01,2009-08-31,Q18249312-A8C30A9B-E5B5-4187-A1E7-C99F1567299E
Q18249313,Juan Darío Arreola Calderón,2006-09-01,2009-08-31,Q18249313-6ED9D3D8-66CC-4DB2-926D-59823DEA5A19
Q18249329,Juan Enrique Barrios Rodríguez,2006-09-01,2009-08-31,Q18249329-E594B9FE-CA9B-42AD-A4FC-5475BDF41E78
Q18249372,Gustavo Caballero Camargo,2006-09-01,2009-08-31,Q18249372-4F037EC7-AC74-4692-99CC-88ED8084C4B1
Q18249395,Ramón Ceja Romero,2006-09-01,2009-08-31,Q18249395-78E180E6-0120-4E02-9E33-869D7B28F081
Q18249402,Daniel Chávez García,2006-09-01,2009-08-31,Q18249402-242E27BE-0522-4C65-8323-35CD904C2EB4
Q18249437,Mercedes Colín Guadarrama,2006-09-01,2009-08-31,Q18249437-94A0BE09-7AF8-4FE9-AD84-BF77039434FE
Q18249465,Othón Cuevas Córdova,2006-09-01,2009-08-31,Q18249465-C0D430DA-CAFD-4DF4-BAC5-BBF050D7A673
Q18249467,Leobardo Curiel Preciado,2006-09-01,2009-08-31,Q18249467-A091B867-D48D-48E7-9029-C9712D9413B8
Q18343666,Carlos Alberto Navarro Sugich,2006-09-01,2009-08-31,Q18343666-875D5875-7429-4DD2-A997-D591321E4DCB
Q18343739,Carlos Martínez Martínez,2006-09-01,2009-08-31,Q18343739-3B51DCC2-08B1-4072-A2A1-690B2034D464
Q18343753,Carlos René Sánchez Gil,2006-09-01,2009-08-31,Q18343753-BBA71C7C-6BA3-429E-A6F9-A3875CF82F31
Q18344198,Gerardo Escaroz Soler,2006-09-01,2009-08-31,Q18344198-A3C5530C-0939-4824-B4C3-9FA25F62B84F
Q18344201,Gerardo Lagunes Gallina,2006-09-01,2009-08-31,Q18344201-C1AD0EA4-C5D4-491C-9A13-FEA12DF36322
Q18344207,Gerardo Vargas Landeros,2006-09-01,2009-08-31,Q18344207-CEE258D6-DACC-4343-B9AB-F4EC14D3383B
Q18344523,Gilberto Ojeda Camacho,2006-09-01,2009-08-31,Q18344523-9F42143D-E96C-430B-AB1F-FDB249417559
Q18344728,Miguel Ángel González Salum,2006-09-01,2009-08-31,Q18344728-BC721700-700E-4537-869A-025BD4A1D057
Q18344731,Miguel Ángel Peña Sánchez,2006-09-01,2009-08-31,Q18344731-9327435F-2FE8-4CEF-9434-74C96DCB57BF
Q18344884,Celso David Pulido Santiago,2006-09-01,2009-08-31,Q18344884-3E6931CB-AE08-4E21-A5CD-7E9804FC1E1B
Q18344955,Gloria Rasgado Corsi,2006-09-01,2009-08-31,Q18344955-6DC02F66-2253-4720-8D24-F6EFE8876319
Q18345987,Leonardo Magallón Arceo,2006-09-01,2009-08-31,Q18345987-898F1DA8-C56C-4612-B627-D10EE9671901
Q18347687,Gustavo Macías Zambrano,2006-09-01,2009-08-31,Q18347687-A768C966-9A0B-41B4-A484-567007D81000
Q18347692,Gustavo Mendívil Amparán,2006-09-01,2009-08-31,Q18347692-811AD67C-4EB2-4E8C-8D1F-F3675FA95E28
Q18347694,Gustavo Ramírez Villarreal,2006-09-01,2009-08-31,Q18347694-42CCAD40-75A7-49F3-97D1-EAD301D53DF7
Q18347863,Claudia Lilia Cruz Santiago,2006-09-01,2009-08-31,Q18347863-19AC653F-FD61-4B66-8BF8-4ABAB066AD0F
Q18347867,Claudia Sánchez Juárez,2006-09-01,2009-08-31,Q18347867-0C63748A-6A33-428E-833E-02028C96038E
Q18349420,Cuitláhuac Condado Escamilla,2006-09-01,2009-08-31,Q18349420-A2A31D15-BEED-4435-9BFA-74E91B62A035
Q18349826,Holly Matus Toledo,2006-09-01,2009-08-31,Q18349826-6EA0CFC5-3671-47A8-91BD-339F2E634985
Q18350131,Daniel Dehesa Mora,2006-09-01,2009-08-31,Q18350131-40909FAD-F6A8-45E9-B67C-44242B20CFD9
Q18350290,Adolfo Escobar Jardinez,2006-09-01,2009-08-31,Q18350290-31A14EEB-696E-4D9A-A146-37B0F2E07041
Q18350313,Adrián Fernández Cabrera,2006-09-01,2009-08-31,Q18350313-3CDDAA46-5CE7-406F-8C06-1A605C7845E8
Q18350360,Humberto Dávila Esquivel,2006-09-01,2009-08-31,Q18350360-06851987-73B1-43FF-9290-E9FD16D7F924
Q18350488,Agustín Mollinedo Hernández,2006-09-01,2009-08-31,Q18350488-97347253-70B7-46AC-89A3-C9812E615200
Q18350605,Héctor Padilla Gutiérrez,2006-09-01,2009-08-31,Q18350605-6D7207DB-0775-478E-B1E4-2E42B42D485B
Q18350613,David Lara Compeán,2006-09-01,2009-08-31,Q18350613-BB958DCE-392C-456E-8004-E7ABA3ED244B
Q18350770,Luis Alonso Mejía García,2006-09-01,2009-08-31,Q18350770-06EAAAE1-39FA-453A-93B4-C1A88B60F177
Q18350776,Luis Fernando Rodríguez Ahumada,2006-09-01,2009-08-31,Q18350776-C801E132-E6A3-492B-B0E1-2DE370C11E95
Q18350779,Luis Serrato Castell,2006-09-01,2009-08-31,Q18350779-D0A1EBB1-A305-4847-9843-E4B364803C8C
Q18350794,Alan Notholt Guerrero,2006-09-01,2009-08-31,Q18350794-CB1D985A-1BFA-4F21-BFFF-1EA468CE6867
Q18350877,Narciso Alberto Amador Leal,2006-09-01,2009-08-31,Q18350877-A778CCAC-25AE-44E9-A4A3-9422EB302ED4
Q18350881,Alberto Amaro Corona,2006-09-01,2009-08-31,Q18350881-133F061F-FD1F-41A9-8204-3C0B820FA861
Q18350885,Alberto López Rojas,2006-09-01,2009-08-31,Q18350885-45BDB479-6B33-478A-8A42-388FA6716229
Q18350953,Alejandro Sánchez Domínguez,2006-09-01,2009-08-31,Q18350953-135939E0-47D7-4B9F-9FBF-8599B2F68FDB
Q18351109,Alfonso Othón Bello Pérez,2006-09-01,2009-08-31,Q18351109-F5447091-81F4-40CA-9C34-BAC95719561B
Q18351136,Alfredo Barba Hernández,2006-09-01,2009-08-31,Q18351136-36F89915-AB53-44ED-A41F-C607534C3211
Q18351140,Alfredo Ríos Camarena,2006-09-01,2009-08-31,Q18351140-93C8863A-78F8-4754-9219-DCBA226E6554
Q18351398,Alma Lilia Luna Munguía,2006-09-01,2009-08-31,Q18351398-EBEB0922-3315-488D-99E1-5D04935D26C5
Q18351864,Ana Teresa Velázquez Beeck,2006-09-01,2009-08-31,Q18351864-67FBE027-0534-4063-BA78-25CCA2CBD64C
Q18351867,Ana Yurixi Leyva Piñón,2006-09-01,2009-08-31,Q18351867-39DA1ECB-7E3C-43AA-97C8-98DF5A927AE4
Q18352078,Irineo Mendoza Mendoza,2006-09-01,2009-08-31,Q18352078-4F2C50B6-BD0B-49F2-BA9C-BE0A05CE5AD0
Q18352154,Irma Piñeyro Arias,2006-09-01,2009-08-31,Q18352154-5223C8CD-ABE5-4171-9167-1C5EE486BB77
Q18352332,Dora Martínez Valero,2006-09-01,2009-08-31,Q18352332-D94BEDFA-FC44-4675-90FF-75DF58BBB46C
Q18352578,Marcos Salas Contreras,2006-09-01,2009-08-31,Q18352578-F196D3FB-CDB9-461F-AF75-814C03282522
Q18352665,Antonio Medellín Varela,2006-09-01,2009-08-31,Q18352665-1B98E9A8-0B21-400D-97DA-BA34E0BEAC3A
Q18352671,Antonio Vasconcelos Rueda,2006-09-01,2009-08-31,Q18352671-EFD525D2-4DA2-48B1-9C9D-E297DD88493A
Q18352675,Antonio del Valle Toca,2006-09-01,2009-08-31,Q18352675-18BBF52D-6B88-4753-BC00-E72F1C66380C
Q18352766,Mario Alberto Salazar Madera,2006-09-01,2009-08-31,Q18352766-7AFE178E-95C1-4D7C-B48D-DD856F72EBF2
Q18352776,Mario Mendoza Cortés,2006-09-01,2009-08-31,Q18352776-80134649-C069-425F-9FCC-91E15A08FD8A
Q18352779,Mario Moreno Álvarez,2006-09-01,2009-08-31,Q18352779-E7F1922F-095C-4F75-AA98-353D353BD01F
Q18352783,Mario Vallejo Estévez,2006-09-01,2009-08-31,Q18352783-18E53669-B64D-4AED-B4F0-14BC8E29D603
Q18353105,Elda Gómez Lugo,2006-09-01,2009-08-31,Q18353105-C550F313-9AED-4408-9B01-E395D5BED6CE
Q18353301,Alejandro Landero Gutiérrez,2006-09-01,2009-08-31,Q18353301-164FE568-BC36-40E9-B2C0-2C06728B4A55
